Image_Name,Real_or_AI,Reasoning
Radio138.png,Real,"This radiograph appears to be authentic, not AI-generated. The anatomical structures — including the intricate trabecular patterns, joint spaces, and slight natural asymmetries — are highly detailed and consistent with real human anatomy, which AI-generated images often fail to replicate convincingly at this level of complexity."
Radio139.png,Real,"This radiograph appears to be authentic rather than AI-generated. The image demonstrates natural anatomical variation, subtle grayscale gradients, realistic trabecular bone texture, and minor imperfections such as soft tissue overlap and noise—all consistent with genuine medical imaging rather than the often overly smooth or artifact-prone outputs of AI-generated images."
Radio140.png,Real,"This radiograph appears authentic rather than AI-generated. The image demonstrates realistic anatomical details, including natural trabecular bone patterns, soft tissue gradients, and subtle variations in bone density—features that are often difficult to replicate with AI-generated imagery."
Radio141.png,Real,"This radiograph appears authentic rather than AI-generated. The image displays natural anatomical variations, detailed trabecular patterns, and consistent radiographic noise—all characteristics typically seen in genuine clinical X-rays but often lacking or subtly distorted in AI-generated images."
Radio142.png,Real,"This radiograph appears authentic rather than AI-generated. The image displays realistic anatomical details, natural variations in bone density, and subtle gradations in soft tissue contrast that are typically challenging for AI-generated images to replicate with such fidelity."
Radio143.png,Real,"This radiograph appears authentic rather than AI-generated. The image exhibits realistic anatomical detail, natural bone texture variations, and subtle soft tissue gradients that are typically challenging for AI to replicate with high fidelity."
Radio144.png,Real,"This radiograph appears authentic rather than AI-generated. The image demonstrates realistic anatomical detail, including natural trabecular patterns, subtle cortical margins, and physiological joint space variation, which are typically challenging for AI to replicate with such consistency."
Radio145.png,Real,"This radiograph appears to be authentic rather than AI-generated. The image displays realistic anatomical details, natural variations in bone density, and subtle soft tissue gradients that are typically challenging for AI-generated images to replicate with such precision and consistency."
Radio146.png,Real,"This radiograph appears to be authentic. It shows natural anatomical structures with realistic bone texture, joint space, and soft tissue gradations, which are typically difficult to replicate with current AI image generation models without detectable artifacts or inconsistencies."
Radio147.png,Real,"This radiograph appears authentic rather than AI-generated. The image demonstrates natural anatomical details such as trabecular bone patterns, soft tissue gradients, and subtle asymmetries that are often difficult to replicate with current AI image generators, which may produce overly smooth or repetitive textures."
Radio148.png,Real,"This radiograph appears to be authentic. The image demonstrates natural anatomical detail such as subtle trabecular bone patterns, smooth cortical outlines, and physiologic joint spacing—all of which are typically challenging for AI to replicate consistently without introducing artifacts or oversimplifications."
Radio149.png,Real,"This radiograph appears to be authentic. The image exhibits natural variations in bone density, soft tissue gradation, and anatomical complexity, especially in the carpal bones and distal radius/ulna, which are typically difficult to replicate with AI-generated images without artifacts or uniform textures."
Radio150.png,Real,"This radiograph appears authentic rather than AI-generated. The image demonstrates realistic anatomical detail, natural grayscale gradients, and typical radiographic artifacts—features that are often imperfectly replicated in AI-generated images."
Radio151.png,Real,"This radiograph appears to be authentic rather than AI-generated. The anatomical details, such as the trabecular bone pattern, soft tissue shadows, and natural variations in bone density and texture, are highly consistent with real medical imaging and are difficult to replicate with the precision seen here using current AI-generation tools."
Radio152.png,Real,"This radiograph appears to be authentic rather than AI-generated. The image displays natural anatomical variation, fine trabecular bone detail, and realistic noise and contrast gradients typically seen in real X-ray films—features that are often imperfectly replicated in AI-generated images."
Radio153.png,Real,"This radiograph appears authentic rather than AI-generated. The image shows natural variations in trabecular bone pattern, cortical margins, and soft tissue gradients that are typically difficult for AI-generated images to replicate with such anatomical precision and noise distribution."
Radio154.jpg,Real,"This radiograph appears authentic rather than AI-generated. It shows realistic anatomical detail with appropriate variations in bone density, soft tissue contrast, and anatomical asymmetries typical of a real pelvic X-ray, which are often inconsistently rendered or overly uniform in AI-generated images."
